,pnu,ldCode,pblntfPclnd,lndpclAr,prposArea1,lndcgrCode,tpgrphHgCode,tpgrphFrmCode,roadSideCode,pclndIndex,pclndChgRt,juso,trafficAmount,distance
1346,4119011400101180002,4119011400,438900,427,43,15,02,07,12,106.001,0.309,경기도 부천시 송내동 118-2,4889526,2.710245255490285
1347,4119011400101190002,4119011400,438900,76,43,15,02,02,12,106.001,0.309,경기도 부천시 송내동 119-2,4889526,2.688095866705822
1348,4119011400102360003,4119011400,438900,1130,43,15,02,04,04,106.001,0.309,경기도 부천시 송내동 236-3,4889526,2.495631288520563
1349,4119011400102490009,4119011400,454600,3622,42,14,02,07,01,106.001,0.309,경기도 부천시 송내동 249-9,4889526,2.490197842398017
1350,4119011400102610000,4119011400,493600,48490.5,42,14,02,07,01,106.001,0.309,경기도 부천시 송내동 261,4889526,2.558918616386992
1351,4119011400102660004,4119011400,438900,2523,43,15,02,07,12,106.001,0.309,경기도 부천시 송내동 266-4,4889526,2.476080579368161
1352,4119011400102660005,4119011400,490200,1255,42,14,02,07,01,106.001,0.309,경기도 부천시 송내동 266-5,4889526,2.54232136129289
1353,4119011400102660006,4119011400,440400,294,42,14,02,07,01,106.001,0.309,경기도 부천시 송내동 266-6,4889526,2.486253569819012
1354,4119011500101910000,4119011500,1029000,330,44,08,02,04,10,103.7,0.284,경기도 부천시 옥길동 191,4884689,3.422747354173211
1355,4119011500101910001,4119011500,290400,986,44,01,02,07,10,103.7,0.284,경기도 부천시 옥길동 191-1,4884689,3.402508131326247
1356,4119011500101920000,4119011500,330000,714,44,01,02,04,08,103.7,0.284,경기도 부천시 옥길동 192,4884689,3.400542316712895
1357,4119011500101930000,4119011500,283800,510,44,01,02,04,12,103.7,0.284,경기도 부천시 옥길동 193,4884689,3.332785381543961
1358,4119011500101930001,4119011500,283800,740,44,01,02,07,12,103.7,0.284,경기도 부천시 옥길동 193-1,4884689,3.370953534881737
1359,4119011500101940001,4119011500,330000,893,44,01,02,04,08,103.7,0.284,경기도 부천시 옥길동 194-1,4884689,3.399066987593322
1360,4119011500101940002,4119011500,283800,567,44,01,02,04,12,103.7,0.284,경기도 부천시 옥길동 194-2,4884689,3.347086645588621
1361,4119011500101940003,4119011500,283800,160,44,01,02,04,12,103.7,0.284,경기도 부천시 옥길동 194-3,4884689,3.372147640582623
1362,4119011500101950000,4119011500,330000,337,44,01,02,04,08,103.7,0.284,경기도 부천시 옥길동 195,4884689,3.398830539951165
1363,4119011500101960000,4119011500,330000,1765,44,02,02,07,08,103.7,0.284,경기도 부천시 옥길동 196,4884689,3.372294769175073
1364,4119011600100010000,4119011600,1448000,791,14,08,02,04,08,108.962,0.332,경기도 부천시 계수동 1,4884689,1.114747974676969
1365,4119011600100010002,4119011600,1390000,603,14,08,02,07,08,108.962,0.332,경기도 부천시 계수동 1-2,4884689,1.118184021037563
1366,4119011600100010003,4119011600,1219000,760,14,01,03,07,10,108.962,0.332,경기도 부천시 계수동 1-3,4884689,1.142733504427737
1367,4119011600100010005,4119011600,1406000,728,14,08,02,07,08,108.962,0.332,경기도 부천시 계수동 1-5,4884689,1.132356528752811
1368,4119011600100010006,4119011600,1424000,9569,14,28,02,04,08,108.962,0.332,경기도 부천시 계수동 1-6,4884689,1.084266319406708
1369,4119011600100010007,4119011600,1391000,1699,14,28,03,05,08,108.962,0.332,경기도 부천시 계수동 1-7,4884689,1.104154854323955
1370,4119011600100010008,4119011600,1703000,378,14,01,02,04,05,108.962,0.332,경기도 부천시 계수동 1-8,4884689,1.151810023380474
1371,4119011600100010010,4119011600,488400,123,14,14,02,04,08,108.962,0.332,경기도 부천시 계수동 1-10,4884689,1.118658581350293
1372,4119011600100010011,4119011600,1480000,601,14,08,03,04,09,108.962,0.332,경기도 부천시 계수동 1-11,4884689,1.123390989482815
1373,4119011600100010013,4119011600,488400,279,14,14,02,07,08,108.962,0.332,경기도 부천시 계수동 1-13,4884689,1.13793970267235
1374,4119011700100010001,4119011700,62700,682,44,18,02,07,10,107.489,0.308,경기도 부천시 오정동 1-1,5956611,4.82844818668222
1375,4119011700100010002,4119011700,211000,4353,44,02,02,05,10,107.489,0.308,경기도 부천시 오정동 1-2,5956611,5.127851199843462
1376,4119011700100010003,4119011700,62700,49400,44,22,02,07,04,107.489,0.308,경기도 부천시 오정동 1-3,5956611,5.054512234966094
1377,4119011700100010005,4119011700,62700,266,44,18,02,07,10,107.489,0.308,경기도 부천시 오정동 1-5,5956611,5.145217221050784
1378,4119011700100010006,4119011700,62700,1992,44,18,02,07,10,107.489,0.308,경기도 부천시 오정동 1-6,5956611,4.793943789304884
1379,4119011700100010007,4119011700,56000,540,44,18,02,07,06,107.489,0.308,경기도 부천시 오정동 1-7,5956611,4.680394659423841
1380,4119011700100010008,4119011700,62700,1134,44,18,02,03,10,107.489,0.308,경기도 부천시 오정동 1-8,5956611,4.974299420512407
1381,4119011700100010009,4119011700,56000,435,44,14,02,07,06,107.489,0.308,경기도 부천시 오정동 1-9,5956611,4.707675216895908
1382,4119011700100010010,4119011700,56000,795,44,14,02,07,08,107.489,0.308,경기도 부천시 오정동 1-10,5956611,4.897479426761953
1383,4119011700100010011,4119011700,62700,193,44,14,02,02,01,107.489,0.308,경기도 부천시 오정동 1-11,5956611,5.015713650438634
1384,4119011800100010000,4119011800,2116000,694.3,14,28,02,02,05,107.98,0.23,경기도 부천시 여월동 1,4884689,4.775531990766375
1385,4119011800100010001,4119011800,1665000,3799.6,14,08,02,04,05,107.98,0.23,경기도 부천시 여월동 1-1,4884689,4.747642719100988
1386,4119011800100010002,4119011800,1589000,353,14,08,02,02,09,107.98,0.23,경기도 부천시 여월동 1-2,4884689,4.719302355269273
1387,4119011800100010003,4119011800,1650000,323.7,14,08,02,02,04,107.98,0.23,경기도 부천시 여월동 1-3,4884689,4.729730315301205
1388,4119011800100010004,4119011800,1503000,307.2,14,08,02,03,08,107.98,0.23,경기도 부천시 여월동 1-4,4884689,4.718219478909234
1389,4119011800100010005,4119011800,1650000,610.6,14,08,02,02,04,107.98,0.23,경기도 부천시 여월동 1-5,4884689,4.716421642965012
1390,4119011800100010006,4119011800,1650000,540.3,14,08,02,03,04,107.98,0.23,경기도 부천시 여월동 1-6,4884689,4.660915766051274
1391,4119011800100010007,4119011800,1650000,266.5,14,08,02,03,04,107.98,0.23,경기도 부천시 여월동 1-7,4884689,4.701748078741354
1392,4119011800100010008,4119011800,1503000,414.6,14,08,02,03,08,107.98,0.23,경기도 부천시 여월동 1-8,4884689,4.688186369962036
1393,4119011800100010009,4119011800,1683000,221.9,14,08,02,03,05,107.98,0.23,경기도 부천시 여월동 1-9,4884689,4.690703474731182
1394,4119011900100010000,4119011900,1342000,506,13,05,03,04,08,107.98,0.23,경기도 부천시 작동 1,4884689,4.956936393974138
1395,4119011900100010001,4119011900,1342000,770,13,28,03,04,08,107.98,0.23,경기도 부천시 작동 1-1,4884689,5.024455149618624
1396,4119011900100010002,4119011900,103100,43944.9,43,28,03,07,08,107.98,0.23,경기도 부천시 작동 1-2,2854951,
1397,4119011900100010003,4119011900,43800,3159.3,44,05,03,04,12,107.98,0.23,경기도 부천시 작동 1-3,4884689,5.084183521108005
1398,4119011900100010004,4119011900,110800,210,43,28,03,02,08,107.98,0.23,경기도 부천시 작동 1-4,2854951,
1399,4119011900100020000,4119011900,1342000,615,13,28,03,04,08,107.98,0.23,경기도 부천시 작동 2,2854951,
1400,4119011900100030000,4119011900,1342000,446,13,28,03,04,08,107.98,0.23,경기도 부천시 작동 3,2854951,
1401,4119011900100040000,4119011900,1342000,3121,13,28,03,04,08,107.98,0.23,경기도 부천시 작동 4,2854951,
1402,4119011900100050000,4119011900,1645000,9731.1,14,08,02,01,05,107.98,0.23,경기도 부천시 작동 5,4884689,4.678422990150767
1403,4119011900100050001,4119011900,1760000,11481.1,14,08,02,04,02,107.98,0.23,경기도 부천시 작동 5-1,4884689,4.65358325619366
1404,4119012000100010001,4119012000,46200,73,44,14,02,07,06,108.009,0.352,경기도 부천시 원종동 1-1,4884689,5.640278444464694
1405,4119012000100010004,4119012000,224400,2217,44,28,02,04,06,108.009,0.352,경기도 부천시 원종동 1-4,5956611,5.591518159682077
1406,4119012000100010005,4119012000,154000,550,44,28,02,04,06,108.009,0.352,경기도 부천시 원종동 1-5,4884689,5.574276964928512
1407,4119012000100010007,4119012000,224400,2770,44,28,02,03,06,108.009,0.352,경기도 부천시 원종동 1-7,5956611,5.601447489975713
1408,4119012000100010008,4119012000,186100,2437,44,28,02,04,10,108.009,0.352,경기도 부천시 원종동 1-8,4884689,5.58457729085019
1409,4119012000100020001,4119012000,46200,192,44,14,02,07,06,108.009,0.352,경기도 부천시 원종동 2-1,4884689,5.617811992951655
1410,4119012000100020002,4119012000,46200,23,44,14,02,07,06,108.009,0.352,경기도 부천시 원종동 2-2,4884689,5.616593611712698
1411,4119012000100030001,4119012000,46200,63,44,14,02,07,06,108.009,0.352,경기도 부천시 원종동 3-1,4884689,5.597170700841452
1412,4119012000100030002,4119012000,46200,136,44,14,02,07,06,108.009,0.352,경기도 부천시 원종동 3-2,4884689,5.585251096816298
1413,4119012000100060000,4119012000,220000,2274,44,01,02,04,06,108.009,0.352,경기도 부천시 원종동 6,4884689,5.567423897388122
1414,4119012100100010000,4119012100,1162000,1508,43,28,03,05,02,106.738,0.305,경기도 부천시 고강동 1,4884689,6.088415610053564
1415,4119012100100010001,4119012100,33000,69628,44,14,02,07,01,106.738,0.305,경기도 부천시 고강동 1-1,4884689,5.886265292621543
1416,4119012100100010002,4119012100,1500000,569,43,12,02,05,01,106.738,0.305,경기도 부천시 고강동 1-2,4884689,6.128076922625122
1417,4119012100100010004,4119012100,191500,753,44,02,03,07,04,106.738,0.305,경기도 부천시 고강동 1-4,4884689,6.07704781537358
1418,4119012100100010005,4119012100,1464000,2235,43,05,03,07,02,106.738,0.305,경기도 부천시 고강동 1-5,4884689,6.10178241701007
1419,4119012100100010012,4119012100,33000,10857,44,14,03,07,04,106.738,0.305,경기도 부천시 고강동 1-12,4884689,6.004012510291677
1420,4119012100100010013,4119012100,1464000,8,43,28,03,07,02,106.738,0.305,경기도 부천시 고강동 1-13,4884689,6.091306315958973
1421,4119012100100010026,4119012100,303600,1,43,28,03,05,02,106.738,0.305,경기도 부천시 고강동 1-26,4884689,6.105635746364221
1422,4119012100100020001,4119012100,202100,172,44,02,03,07,01,106.738,0.305,경기도 부천시 고강동 2-1,4884689,6.084800681500444
1423,4119012100100020014,4119012100,759700,439,44,28,02,04,06,106.738,0.305,경기도 부천시 고강동 2-14,4884689,6.056352088142237
1424,4119012200100010001,4119012200,135000,60,44,02,02,07,10,107.489,0.308,경기도 부천시 대장동 1-1,5956611,3.69326906482036
1425,4119012200100010002,4119012200,135000,2975,44,02,02,04,10,107.489,0.308,경기도 부천시 대장동 1-2,5956611,3.734133508050779
1426,4119012200100010003,4119012200,135000,1759,44,02,02,01,10,107.489,0.308,경기도 부천시 대장동 1-3,5956611,3.77422926281546
1427,4119012200100020001,4119012200,135000,1805,44,02,02,04,10,107.489,0.308,경기도 부천시 대장동 2-1,5956611,3.809043896581111
1428,4119012200100020002,4119012200,66000,215,44,14,02,03,10,107.489,0.308,경기도 부천시 대장동 2-2,5956611,3.825402108313049
1429,4119012200100030004,4119012200,46200,1055,44,18,01,07,12,107.489,0.308,경기도 부천시 대장동 3-4,4889526,2.949644879634106
1430,4119012200100040001,4119012200,182000,3871,44,01,02,07,10,107.489,0.308,경기도 부천시 대장동 4-1,5956611,3.856207968905784
1431,4119012200100040002,4119012200,135000,1425,44,02,02,04,10,107.489,0.308,경기도 부천시 대장동 4-2,5956611,3.888428914521727
1432,4119012200100040003,4119012200,135000,1293,44,02,02,04,10,107.489,0.308,경기도 부천시 대장동 4-3,5956611,3.908347972813475
1433,4119012200100050003,4119012200,46200,93292,44,18,02,07,01,107.489,0.308,경기도 부천시 대장동 5-3,4889526,2.259498576446469
1434,4119012300100010002,4119012300,46200,1399,44,17,02,07,12,106.593,0.28,경기도 부천시 삼정동 1-2,4889526,1.461648256499368
1435,4119012300100010006,4119012300,46200,707,44,18,01,07,12,106.593,0.28,경기도 부천시 삼정동 1-6,4889526,1.443804041478378
1436,4119012300100010007,4119012300,46200,165,44,18,01,07,12,106.593,0.28,경기도 부천시 삼정동 1-7,4889526,1.449008792341423
1437,4119012300100010015,4119012300,46200,69,44,18,02,07,12,106.593,0.28,경기도 부천시 삼정동 1-15,4889526,1.475475036284352
1438,4119012300100010019,4119012300,139800,64,44,02,02,04,12,106.593,0.28,경기도 부천시 삼정동 1-19,4889526,1.46426964657978
1439,4119012300100010020,4119012300,46200,98,44,18,02,07,12,106.593,0.28,경기도 부천시 삼정동 1-20,4889526,1.452270065698419
1440,4119012300100010021,4119012300,46200,38,44,18,02,05,12,106.593,0.28,경기도 부천시 삼정동 1-21,4889526,1.470337827501111
1441,4119012300100010022,4119012300,46200,51,44,14,02,07,01,106.593,0.28,경기도 부천시 삼정동 1-22,4889526,1.466040904551211
1442,4119012300100010023,4119012300,46200,6624,44,14,02,07,01,106.593,0.28,경기도 부천시 삼정동 1-23,4889526,1.414607401189953
1443,4119012300100030003,4119012300,46200,79,44,14,02,07,08,106.593,0.28,경기도 부천시 삼정동 3-3,4889526,1.49780971662464
1444,4119012400100090000,4119012400,2567000,109.9,14,08,02,04,02,106.593,0.28,경기도 부천시 내동 9,4889526,2.601265930931219
1445,4119012400100090001,4119012400,1699000,419.6,14,25,02,03,03,106.593,0.28,경기도 부천시 내동 9-1,4889526,2.718182782504602
1446,4119012400100090002,4119012400,1558000,123.6,14,08,02,03,08,106.593,0.28,경기도 부천시 내동 9-2,4889526,2.719697288742982
1447,4119012400100090003,4119012400,1747000,158.2,14,08,02,01,07,106.593,0.28,경기도 부천시 내동 9-3,4889526,2.720520428471646
1448,4119012400100090004,4119012400,1767000,98,14,08,02,04,06,106.593,0.28,경기도 부천시 내동 9-4,4889526,2.603697595704746
1449,4119012400100090005,4119012400,1861000,90.1,14,08,02,02,06,106.593,0.28,경기도 부천시 내동 9-5,4889526,2.605653824173201
1450,4119012400100090006,4119012400,1861000,95.2,14,08,02,02,06,106.593,0.28,경기도 부천시 내동 9-6,4889526,2.606520985966379
1451,4119012400100090007,4119012400,1915000,96.7,14,08,02,02,07,106.593,0.28,경기도 부천시 내동 9-7,4889526,2.607474892854639
1452,4119012400100090008,4119012400,1640000,95,14,08,02,03,06,106.593,0.28,경기도 부천시 내동 9-8,4889526,2.617612696641364
1453,4119012400100090009,4119012400,1461000,106,14,08,02,08,06,106.593,0.28,경기도 부천시 내동 9-9,4889526,2.617748785564519
1454,4121010100100020000,4121010100,221100,1018,43,17,01,07,12,110.599,0.346,경기도 광명시 광명동 2,4884689,7.446238029584946
1455,4121010100100020001,4121010100,221100,2708,43,17,01,07,12,110.599,0.346,경기도 광명시 광명동 2-1,4884689,7.34954231079481
1456,4121010100100020004,4121010100,221100,463,43,14,01,07,12,110.599,0.346,경기도 광명시 광명동 2-4,4884689,7.368400510421585
1457,4121010100100020021,4121010100,924000,945,14,14,02,04,01,110.599,0.346,경기도 광명시 광명동 2-21,4884689,7.474666126434522
1458,4121010100100020022,4121010100,3359000,182,14,28,02,04,01,110.599,0.346,경기도 광명시 광명동 2-22,4884689,7.528112084058564
1459,4121010100100020024,4121010100,710200,2187,14,14,02,07,01,110.599,0.346,경기도 광명시 광명동 2-24,4884689,7.488367670777382
1460,4121010100100030001,4121010100,221100,793,43,17,01,04,12,110.599,0.346,경기도 광명시 광명동 3-1,4884689,7.234579216188759
1461,4121010100100040001,4121010100,2332000,188.1,14,08,02,03,07,110.599,0.346,경기도 광명시 광명동 4-1,4884689,7.403792382228733
1462,4121010100100040002,4121010100,2289000,247.9,14,08,02,01,06,110.599,0.346,경기도 광명시 광명동 4-2,4884689,7.389080680116829
1463,4121010100100040003,4121010100,2170000,230,14,08,02,01,06,110.599,0.346,경기도 광명시 광명동 4-3,4884689,7.372716190331452
1464,4121010200100090008,4121010200,181500,921,43,17,01,07,12,110.599,0.346,경기도 광명시 철산동 9-8,4884689,7.729078654570622
1465,4121010200100090016,4121010200,899800,1167,14,14,02,07,01,110.599,0.346,경기도 광명시 철산동 9-16,4884689,7.572243067829148
1466,4121010200100090080,4121010200,181500,943,43,14,02,07,06,110.599,0.346,경기도 광명시 철산동 9-80,4884689,7.685696746292764
1467,4121010200100090121,4121010200,181500,1005,43,14,02,04,01,110.599,0.346,경기도 광명시 철산동 9-121,4884689,7.721253290926932
1468,4121010200100090122,4121010200,181500,7,43,14,02,02,01,110.599,0.346,경기도 광명시 철산동 9-122,4884689,7.695294167923938
1469,4121010200100090131,4121010200,924000,57,14,28,02,07,01,110.599,0.346,경기도 광명시 철산동 9-131,4884689,7.634751633660432
1470,4121010200100090132,4121010200,924000,60,14,28,02,02,01,110.599,0.346,경기도 광명시 철산동 9-132,4884689,7.593851189552492
1471,4121010200100090134,4121010200,924000,23,14,28,02,04,01,110.599,0.346,경기도 광명시 철산동 9-134,4884689,7.574433266270022
1472,4121010200100090141,4121010200,2366000,524,15,08,02,07,06,110.599,0.346,경기도 광명시 철산동 9-141,4884689,7.519596752394005
1473,4121010200100090152,4121010200,3199000,137,14,12,02,07,03,110.599,0.346,경기도 광명시 철산동 9-152,4884689,7.571586483787198
1474,4121010300100130000,4121010300,2950000,74754.2,14,08,02,07,05,108.182,0.369,경기도 광명시 하안동 13,5874707,7.617207046535744
1475,4121010300100130001,4121010300,3050000,496,14,25,02,03,04,108.182,0.369,경기도 광명시 하안동 13-1,5874707,7.668568337705586
1476,4121010300100130002,4121010300,4417000,4000.1,14,08,02,01,05,108.182,0.369,경기도 광명시 하안동 13-2,5874707,7.519058814523272
1477,4121010300100130003,4121010300,3575000,800.1,14,08,02,01,04,108.182,0.369,경기도 광명시 하안동 13-3,5874707,7.541902636753354
1478,4121010300100130004,4121010300,3613000,496,14,25,02,03,04,108.182,0.369,경기도 광명시 하안동 13-4,5874707,7.554523980152967
1479,4121010300100130005,4121010300,973500,1500,14,22,02,07,08,108.182,0.369,경기도 광명시 하안동 13-5,5874707,7.560639816230717
1480,4121010300100190004,4121010300,181500,12,43,02,02,04,01,108.182,0.369,경기도 광명시 하안동 19-4,5874707,7.840263301487794
1481,4121010300100210005,4121010300,181500,7,43,16,02,05,01,108.182,0.369,경기도 광명시 하안동 21-5,5874707,7.732877306892091
1482,4121010300100230000,4121010300,2369000,10988.4,13,10,02,03,04,108.182,0.369,경기도 광명시 하안동 23,5874707,7.679913036894032
1483,4121010300100230001,4121010300,2399000,10999.7,13,10,02,03,05,108.182,0.369,경기도 광명시 하안동 23-1,5874707,7.725528220997816
1484,4121010400100010001,4121010400,181500,29919,43,17,01,04,08,107.712,0.475,경기도 광명시 소하동 1-1,5874707,7.160192557752261
1485,4121010400100030003,4121010400,171600,20,43,01,02,07,01,107.712,0.475,경기도 광명시 소하동 3-3,5874707,7.127609565879946
1486,4121010400100030004,4121010400,171600,327,43,08,02,07,08,107.712,0.475,경기도 광명시 소하동 3-4,5874707,7.087988236678795
1487,4121010400100030005,4121010400,171600,271,43,08,02,07,01,107.712,0.475,경기도 광명시 소하동 3-5,5874707,7.097582551273989
1488,4121010400100030006,4121010400,171600,509,43,01,02,07,01,107.712,0.475,경기도 광명시 소하동 3-6,5874707,7.114782703167111
1489,4121010400100040001,4121010400,171600,1227,43,01,02,07,01,107.712,0.475,경기도 광명시 소하동 4-1,5874707,7.101760850569175
1490,4121010400100040002,4121010400,171600,60,43,08,02,07,01,107.712,0.475,경기도 광명시 소하동 4-2,5874707,7.096193735570939
1491,4121010400100040004,4121010400,171600,83,43,08,02,04,01,107.712,0.475,경기도 광명시 소하동 4-4,5874707,7.110399068337182
1492,4121010400100040005,4121010400,171600,69,43,08,02,07,01,107.712,0.475,경기도 광명시 소하동 4-5,5874707,7.102478056719207
1493,4121010400100040006,4121010400,171600,17,43,14,02,04,01,107.712,0.475,경기도 광명시 소하동 4-6,5874707,7.109414595137604
1494,4121010500100010000,4121010500,517400,428,44,01,02,07,02,111.126,0.433,경기도 광명시 노온사동 1,4884689,5.719177712646762
1495,4121010500100010002,4121010500,141900,3307,44,14,02,07,01,111.126,0.433,경기도 광명시 노온사동 1-2,4884689,5.72282266966848
1496,4121010500100010003,4121010500,141900,59,44,21,02,07,04,111.126,0.433,경기도 광명시 노온사동 1-3,4884689,5.719492602470043
1497,4121010500100010004,4121010500,141900,119,44,01,02,07,01,111.126,0.433,경기도 광명시 노온사동 1-4,4884689,5.685244974208801
1498,4121010500100010005,4121010500,474000,11,44,01,02,04,01,111.126,0.433,경기도 광명시 노온사동 1-5,4884689,5.696150092266969
1499,4121010500100010006,4121010500,74300,139,44,05,03,07,01,111.126,0.433,경기도 광명시 노온사동 1-6,4884689,5.710807020740839
1500,4121010500100010014,4121010500,151800,27,43,05,02,04,01,111.126,0.433,경기도 광명시 노온사동 1-14,4884689,5.687802603827191
1501,4121010500100010015,4121010500,141900,744,44,14,02,07,01,111.126,0.433,경기도 광명시 노온사동 1-15,4884689,5.809784468833019
1502,4121010500100010016,4121010500,141900,2209,44,05,02,07,01,111.126,0.433,경기도 광명시 노온사동 1-16,4884689,5.77164330777821
1503,4121010500100010017,4121010500,141900,91,44,05,02,07,01,111.126,0.433,경기도 광명시 노온사동 1-17,4884689,5.681154303280674
1504,4121010600100010000,4121010600,487000,345,44,02,02,07,06,107.712,0.475,경기도 광명시 일직동 1,5874707,5.924805495521793
1505,4121010600100010001,4121010600,118800,2708.7,44,15,02,07,12,107.712,0.475,경기도 광명시 일직동 1-1,5874707,5.999231735954162
1506,4121010600100010002,4121010600,164000,60,44,14,02,07,06,107.712,0.475,경기도 광명시 일직동 1-2,5874707,5.919048576374803
1507,4121010600100010004,4121010600,164000,587.8,44,15,02,07,06,107.712,0.475,경기도 광명시 일직동 1-4,5874707,5.929982283589935
1508,4121010600100020000,4121010600,118800,407,44,15,02,07,08,107.712,0.475,경기도 광명시 일직동 2,5874707,5.918175453922111
1509,4121010600100020003,4121010600,164000,117,44,15,02,07,06,107.712,0.475,경기도 광명시 일직동 2-3,5874707,5.903546282998154
1510,4121010600100020005,4121010600,118800,202.6,44,15,02,07,08,107.712,0.475,경기도 광명시 일직동 2-5,5874707,5.906756796923003
1511,4121010600100030001,4121010600,501400,1753,44,01,02,07,07,107.712,0.475,경기도 광명시 일직동 3-1,5874707,5.861402440439307
1512,4121010600100030002,4121010600,360000,149,44,01,02,07,12,107.712,0.475,경기도 광명시 일직동 3-2,5874707,5.801240374068136
1513,4121010600100030004,4121010600,164000,3315.7,44,14,02,07,06,107.712,0.475,경기도 광명시 일직동 3-4,5874707,5.787543599765813
1514,4121010700100010000,4121010700,210300,902,44,08,04,07,10,111.126,0.433,경기도 광명시 가학동 1,5874707,4.59711308495924
1515,4121010700100010001,4121010700,23400,145,44,01,04,02,12,111.126,0.433,경기도 광명시 가학동 1-1,5874707,4.606312217429779
1516,4121010700100020000,4121010700,173200,740,43,01,03,07,12,111.126,0.433,경기도 광명시 가학동 2,5874707,4.528855936348439
1517,4121010700100030000,4121010700,173200,423,43,01,03,07,12,111.126,0.433,경기도 광명시 가학동 3,5874707,4.521227684993114
1518,4121010700100040000,4121010700,193500,767,43,02,03,07,10,111.126,0.433,경기도 광명시 가학동 4,5874707,4.506844915678755
1519,4121010700100040001,4121010700,30000,10230,43,05,03,07,12,111.126,0.433,경기도 광명시 가학동 4-1,5874707,4.477500116536938
1520,4121010700100050000,4121010700,193500,674,43,02,03,07,10,111.126,0.433,경기도 광명시 가학동 5,5874707,4.514254974361352
1521,4121010700100060000,4121010700,282500,581,43,02,02,07,04,111.126,0.433,경기도 광명시 가학동 6,5874707,4.524587560448111
1522,4121010700100060001,4121010700,1289000,2094,43,08,03,04,04,111.126,0.433,경기도 광명시 가학동 6-1,5874707,4.542796977796102
1523,4121010700100060002,4121010700,224000,76,43,05,01,07,04,111.126,0.433,경기도 광명시 가학동 6-2,5874707,4.536515127022597
1524,4121010800100020004,4121010800,194700,3129,44,15,02,07,05,111.126,0.433,경기도 광명시 옥길동 2-4,4884689,4.689391215633206
1525,4121010800100030000,4121010800,194700,7109,44,15,02,07,05,111.126,0.433,경기도 광명시 옥길동 3,4884689,4.629936604379774
1526,4121010800100050000,4121010800,194700,1205,44,14,02,04,04,111.126,0.433,경기도 광명시 옥길동 5,4884689,4.707153821509923
1527,4121010800100060001,4121010800,194700,73,44,16,02,07,08,111.126,0.433,경기도 광명시 옥길동 6-1,4884689,4.717580431599934
1528,4121010800100070000,4121010800,194700,4731,44,15,02,05,05,111.126,0.433,경기도 광명시 옥길동 7,4884689,4.623950317820796
1529,4121010800100090000,4121010800,194700,9333,44,15,02,07,05,111.126,0.433,경기도 광명시 옥길동 9,4884689,4.574352581054624
1530,4121010800100120000,4121010800,194700,6836,44,15,02,07,05,111.126,0.433,경기도 광명시 옥길동 12,4884689,4.613937818793334
1531,4121010800100120001,4121010800,194700,20,44,15,02,07,05,111.126,0.433,경기도 광명시 옥길동 12-1,4884689,4.618413962008455
1532,4121010800100130003,4121010800,194700,502,44,16,02,07,12,111.126,0.433,경기도 광명시 옥길동 13-3,4884689,4.692932649331754
1533,4121010800100130004,4121010800,194700,70,44,17,01,07,12,111.126,0.433,경기도 광명시 옥길동 13-4,4884689,4.710629924579218
1534,4122010100100010000,4122010100,1362000,125,13,08,02,07,06,117.588,0.355,경기도 평택시 서정동 1,383479,4.555044662737646
1535,4122010100100010002,4122010100,1407000,94,13,08,02,04,06,117.588,0.355,경기도 평택시 서정동 1-2,383479,4.561110550148775
1536,4122010100100010003,4122010100,24000,412,43,14,02,07,01,117.588,0.355,경기도 평택시 서정동 1-3,383479,4.599503367477332
1537,4122010100100010006,4122010100,24000,212,43,05,03,07,01,117.588,0.355,경기도 평택시 서정동 1-6,383479,4.592827674196474
1538,4122010100100010007,4122010100,27200,1140,43,05,02,04,01,117.588,0.355,경기도 평택시 서정동 1-7,383479,4.590718112324802
1539,4122010100100010008,4122010100,148100,59,43,14,02,07,06,117.588,0.355,경기도 평택시 서정동 1-8,383479,4.573435391001953
1540,4122010100100010009,4122010100,342600,50,13,14,02,04,01,117.588,0.355,경기도 평택시 서정동 1-9,383479,4.569457210909934
1541,4122010100100010010,4122010100,363000,120,13,14,02,07,06,117.588,0.355,경기도 평택시 서정동 1-10,383479,4.568276846862286
1542,4122010100100020000,4122010100,1450000,45,13,08,02,04,07,117.588,0.355,경기도 평택시 서정동 2,383479,4.561760943763931
1543,4122010100100020001,4122010100,1450000,194,13,08,02,04,07,117.588,0.355,경기도 평택시 서정동 2-1,383479,4.572455714684083
1544,4122010200100010000,4122010200,148100,7,43,02,02,07,06,117.588,0.355,경기도 평택시 장당동 1,383479,3.788977059285531
1545,4122010200100010001,4122010200,148100,39,43,01,02,07,12,117.588,0.355,경기도 평택시 장당동 1-1,383479,3.82701294592697
1546,4122010200100010003,4122010200,148100,537,43,01,02,07,06,117.588,0.355,경기도 평택시 장당동 1-3,383479,3.812832374142404
1547,4122010200100010004,4122010200,148100,151,43,18,02,07,12,117.588,0.355,경기도 평택시 장당동 1-4,383479,3.824387888468882
1548,4122010200100010007,4122010200,342500,5321,43,08,02,07,05,117.588,0.355,경기도 평택시 장당동 1-7,383479,3.70018699759404
1549,4122010200100010015,4122010200,163000,1174,43,28,03,04,04,117.588,0.355,경기도 평택시 장당동 1-15,383479,3.785075315424664
1550,4122010200100010016,4122010200,163000,92,43,05,03,07,04,117.588,0.355,경기도 평택시 장당동 1-16,383479,3.786347531140916
1551,4122010200100010020,4122010200,342500,5914,43,08,02,07,05,117.588,0.355,경기도 평택시 장당동 1-20,383479,3.798388284450159
